weight_kg,price
1.53,145.9
0.28,17.0
4.5,199.9
0.3,177.76
0.2,9.9
0.45,75.0
0.34,145.0
0.2,24.99
0.95,165.0
0.15,12.49
1.6,170.5
0.2,13.65
25.1,69.9
0.8,79.9
23.03,669.0
2.1,89.9
0.55,120.0
0.08,23.99
1.65,238.0
1.0,59.9
0.25,50.0
1.18,99.9
0.95,29.9
0.65,47.9
7.5,69.9
0.47,598.97
0.2,120.99
10.95,149.0
2.8,119.0
0.25,79.0
0.4,109.9
0.55,23.9
9.85,329.99
17.55,139.9
2.84,179.0
1.14,160.0
2.85,93.0
0.3,56.0
0.15,19.9
1.35,168.98
4.45,112.99
2.55,284.9
1.4,19.83
7.43,119.94
0.25,29.9
0.2,28.0
0.5,25.0
5.7,370.47
5.95,143.8
0.4,24.9
7.6,414.62
0.38,124.99
0.15,12.3
0.15,55.13
0.5,69.9
1.85,69.0
0.25,19.9
1.95,29.9
0.12,59.99
0.2,49.0
0.55,88.0
8.35,59.9
0.7,19.9
0.7,39.9
0.11,72.9
0.15,95.0
0.4,24.9
0.4,119.9
0.96,114.0
0.75,32.9
0.53,169.99
5.4,139.0
7.0,132.2
1.55,158.95
6.55,149.99
0.53,149.9
0.4,157.0
0.2,9.9
0.3,29.99
0.8,269.0
3.05,199.0
0.72,44.9
0.2,59.0
2.9,199.0
2.85,29.9
0.05,18.9
11.75,2120.39
0.65,129.99
1.6,110.0
0.1,29.9
1.35,99.9
0.5,79.9
0.25,50.0
0.85,56.0
9.75,103.99
6.2,150.0
0.8,69.0
11.75,265.0
0.8,39.99
6.85,139.0
9.85,139.0
0.12,29.9
1.35,47.9
0.6,89.9
0.16,33.85
0.4,24.99
0.45,67.99
0.6,84.99
2.6,69.9
0.55,37.95
5.42,191.47
0.1,23.99
0.95,69.9
0.7,122.99
0.43,139.0
1.23,66.9
0.6,39.99
6.45,119.0
0.48,41.99
0.4,109.9
1.05,169.89
0.15,12.9
1.4,199.0
1.7,229.99
2.1,87.99
0.52,65.9
0.9,349.9
0.4,43.0
0.34,99.9
1.65,93.5
1.7,43.8
1.23,105.9
1.82,89.9
0.75,32.9
0.1,59.0
1.3,12.49
0.4,47.99
0.2,10.9
0.85,119.99
0.28,23.8
1.75,53.9
0.88,258.3
6.5,89.99
1.87,29.65
0.5,51.9
0.65,48.9
0.3,20.3
0.5,99.99
16.13,186.99
0.2,58.99
0.25,99.99
1.85,80.0
7.65,120.0
0.22,29.99
0.22,171.0
0.4,49.8
16.2,219.0
0.15,24.5
0.25,58.5
4.3,64.99
0.55,32.2
6.1,85.0
0.6,39.0
0.5,179.49
0.18,180.0
0.4,65.0
0.05,18.0
0.65,89.9
0.95,32.99
1.38,89.9
0.21,81.5
10.2,143.0
2.75,109.9
1.5,53.9
1.2,25.0
4.3,595.99
2.2,156.3
0.2,14.9
1.6,59.99
0.4,17.99
0.15,19.24
0.65,47.9
0.6,38.0
1.15,78.65
0.58,128.89
0.4,309.9
5.95,99.99
0.2,20.0
8.45,89.9
14.78,192.99
1.05,58.0
1.24,44.9
0.2,25.99
2.35,105.99
0.55,65.0
4.45,280.0
0.12,135.0
0.5,25.0
0.45,67.99
0.3,75.0
0.5,52.5
0.25,49.0
0.55,129.9
0.6,34.9
0.3,119.9
1.45,159.9
0.5,59.9
0.25,35.0
0.1,23.99
17.05,799.0
0.7,59.9
3.6,259.9
0.6,79.9
1.1,193.0
0.35,4.4
0.2,58.99
4.55,90.0
1.0,105.0
2.44,150.0
2.85,219.99
0.15,49.9
1.8,84.0
6.13,104.99
0.28,85.0
3.35,290.0
2.8,199.9
1.9,115.0
2.6,69.9
5.65,335.99
0.6,72.58
1.65,49.9
0.15,39.9
14.9,279.9
0.8,49.99
2.7,199.9
1.3,54.9
17.3,249.99
0.85,35.0
9.7,109.97
0.35,79.9
0.6,82.9
0.11,659.99
1.75,49.97
1.05,131.99
0.56,21.9
14.45,219.0
23.3,346.0
2.84,179.0
0.1,69.9
0.5,35.9
0.25,24.99
0.6,23.99
6.9,189.9
2.75,79.0
1.6,35.0
5.9,109.99
0.2,20.3
0.58,138.0
0.1,6.99
0.8,45.9
2.1,62.7
1.2,139.9
0.7,47.0
0.25,49.9
2.5,69.9
30.0,235.9
6.15,139.0
0.25,31.9
0.2,42.0
3.73,139.99
0.35,164.0
16.17,199.99
5.8,69.9
0.3,45.0
1.6,59.0
1.8,109.9
0.92,69.9
0.18,47.49
0.3,31.9
7.1,629.0
0.28,139.0
0.62,140.0
0.35,79.99
1.0,88.8
0.7,21.99
0.35,107.0
0.55,194.99
0.35,39.99
0.1,49.9
0.53,149.9
0.25,79.99
0.5,8.85
15.8,999.0
1.2,152.19
0.2,16.99
1.0,44.99
2.1,141.4
0.7,170.0
0.2,19.9
3.0,65.0
0.85,55.0
1.0,108.0
2.05,34.99
0.7,169.99
0.35,219.0
17.3,249.99
0.65,290.0
1.4,55.0
2.2,98.99
0.85,38.4
0.1,24.9
0.44,33.0
1.18,175.0
0.4,122.99
1.9,73.5
1.13,39.5
0.15,19.9
4.6,109.0
0.45,169.9
0.5,145.0
3.01,78.8
0.43,209.99
0.3,280.0
1.81,87.0
0.15,120.0
0.4,89.9
0.25,23.9
0.2,44.98
9.0,89.99
16.4,110.0
0.15,3.9
5.85,47.0
1.1,50.0
0.35,87.9
2.6,199.0
23.3,346.0
7.85,46.99
9.75,200.0
0.45,33.9
0.35,69.0
0.35,55.0
0.15,64.99
0.2,14.9
0.66,779.0
1.25,118.13
2.0,219.99
10.8,140.0
0.78,51.4
2.5,164.9
0.25,79.99
0.3,18.99
15.48,136.99
1.4,95.9
0.9,15.0
0.2,31.9
0.6,39.0
10.8,140.0
6.79,299.99
0.25,49.0
0.42,55.9
0.9,38.99
0.25,29.98
0.9,19.45
1.35,109.9
0.8,31.92
28.6,179.99
14.95,119.99
1.35,125.9
2.65,389.0
0.1,21.9
0.3,79.0
0.94,89.0
0.35,279.8
2.6,32.0
0.5,5.31
2.55,99.9
0.29,34.9
0.4,118.7
6.55,139.0
1.02,57.99
9.4,79.9
5.65,249.9
0.6,29.99
0.0,90.0
25.5,189.99
0.1,19.9
0.22,159.9
5.9,38.99
0.15,19.9
2.2,69.9
0.57,69.9
0.25,44.0
5.95,530.0
4.6,95.9
1.1,36.0
0.52,59.99
0.65,39.0
0.48,249.9
0.22,23.9
3.4,89.9
0.55,158.0
0.45,112.49
3.3,205.0
0.4,24.9
4.34,145.0
1.3,99.9
2.15,83.99
4.0,750.0
0.4,122.99
9.9,492.75
0.2,19.9
0.25,29.99
0.15,19.0
0.22,29.9
0.4,56.99
0.15,114.99
16.12,146.99
0.15,18.9
0.19,147.37
1.55,114.9
0.8,359.0
0.7,55.0
0.3,109.9
1.25,99.9
0.25,49.0
0.58,899.0
7.75,89.0
1.65,119.9
0.84,109.9
10.4,134.17
0.95,167.99
0.82,89.9
0.18,12.9
3.35,146.39
1.6,99.0
1.36,439.0
2.14,96.0
2.55,819.99
0.05,97.65
11.1,299.9
0.14,122.49
0.52,147.9
0.62,30.99
0.5,19.95
0.7,12.9
1.6,129.99
1.05,144.99
0.25,89.99
0.65,16.9
0.5,249.0
0.1,39.0
1.0,60.0
2.05,103.99
9.75,157.0
3.01,1079.99
0.4,56.99
0.18,43.0
0.85,80.0
0.45,235.9
0.15,190.23
4.55,125.9
2.75,159.9
0.57,112.0
3.1,21.0
2.7,249.9
0.65,79.9
1.55,149.9
0.25,24.88
12.2,329.0
0.15,24.5
0.15,23.99
0.5,589.0
11.88,169.99
0.4,72.0
0.45,36.0
0.75,1680.0
10.15,144.9
1.4,129.89
1.05,66.55
2.25,135.0
0.22,19.9
0.25,44.0
0.15,27.9
0.15,95.6
0.05,51.9
11.88,169.99
0.7,39.8
0.45,159.77
1.0,105.0
0.5,44.9
0.55,29.9
0.2,24.9
0.2,40.0
7.55,109.0
0.85,92.65
0.65,134.9
0.23,134.9
0.4,94.9
20.45,109.99
3.62,69.89
2.2,79.99
0.78,35.9
0.2,80.8
0.2,42.99
1.6,119.99
6.55,109.99
1.85,44.99
0.5,44.63
0.7,65.99
0.55,39.9
0.2,20.59
1.16,59.9
5.05,69.9
1.75,59.9
0.2,27.9
0.3,110.0
13.39,116.99
1.6,99.9
0.5,1999.9
0.4,117.9
0.6,49.9
1.2,45.97
0.2,14.9
0.7,122.99
0.53,149.9
0.2,59.9
0.2,167.0
0.2,35.0
10.35,757.15
0.92,137.9
7.15,24.2
0.25,72.34
7.0,79.0
8.95,145.0
0.4,84.0
1.35,39.99
0.25,19.9
1.15,29.7
0.25,45.33
0.71,619.0
0.35,49.99
0.78,57.0
0.6,69.9
1.18,175.99
0.2,55.0
7.0,58.9
7.6,174.0
0.35,49.0
0.45,90.0
0.1,19.99
0.65,12.9
0.17,109.9
16.17,194.99
6.55,109.99
2.25,119.0
0.39,33.0
0.3,20.3
0.15,39.9
0.35,64.99
4.27,89.8
1.38,89.9
0.3,38.8
0.92,137.9
1.1,35.9
0.4,109.9
0.97,89.1
0.36,56.0
1.55,84.9
0.15,49.0
0.55,65.9
0.5,64.99
0.1,19.99
0.7,59.9
0.3,19.9
1.3,65.0
0.15,21.9
0.4,22.9
1.25,143.0
4.27,89.8
0.35,56.99
0.89,97.99
0.22,38.6
0.25,31.9
14.95,109.99
0.15,19.99
13.8,179.98
7.55,119.0
0.2,42.0
0.27,279.9
1.85,139.99
0.15,29.9
1.8,53.9
0.6,199.0
0.7,34.9
0.8,39.9
0.2,49.9
0.9,64.8
1.87,65.0
0.65,110.0
0.1,19.99
0.57,26.74
7.5,74.99
9.4,140.0
1.2,89.21
1.65,119.9
0.2,167.5
0.3,32.9
0.9,118.88
1.05,110.0
1.75,38.0
0.17,40.0
0.7,83.99
0.5,17.99
0.5,145.0
11.2,179.9
0.36,37.8
0.5,179.0
0.65,111.08
0.3,22.9
1.05,64.0
0.8,38.9
0.6,37.99
1.1,49.9
0.3,28.99
0.85,74.9
3.3,205.0
0.6,35.0
0.5,95.99
0.2,23.9
1.4,84.9
0.37,134.9
6.8,254.9
0.37,34.99
0.11,69.0
0.1,69.77
2.5,94.99
0.2,44.9
0.33,448.0
0.55,89.9
0.59,109.9
0.05,97.65
9.0,89.0
0.4,14.09
0.36,276.0
0.4,399.9
7.1,118.0
21.0,626.0
0.15,79.9
0.4,180.0
2.0,119.0
0.2,49.9
1.75,53.9
1.5,119.0
2.6,259.9
0.72,89.9
0.7,45.9
10.45,299.45
0.7,17.8
11.88,79.99
0.5,122.99
4.6,148.0
3.45,149.89
0.4,99.0
0.15,156.99
5.0,485.0
1.8,59.9
0.22,29.99
0.95,32.5
0.15,69.9
1.6,130.0
1.0,129.9
7.55,89.0
0.8,45.9
0.1,10.0
0.5,69.99
1.7,115.99
0.53,149.9
2.4,167.84
0.7,99.0
9.75,220.0
1.5,76.9
0.62,59.9
0.29,259.99
1.1,44.9
0.8,289.0
0.05,97.65
0.9,349.9
0.35,284.9
0.35,69.0
1.62,106.99
1.9,129.9
0.25,39.0
1.95,40.5
0.42,190.83
0.15,79.9
15.4,830.0
4.6,99.0
16.55,549.1
9.72,139.99
0.2,95.0
0.4,49.0
3.0,139.9
0.35,66.99
0.58,535.9
0.3,29.99
0.1,10.99
0.35,54.9
5.96,887.0
0.88,56.99
0.1,58.99
1.4,94.9
6.3,130.0
13.45,480.0
0.3,379.9
0.25,12.99
0.48,264.0
0.3,252.0
1.7,110.99
0.2,55.49
0.2,29.0
0.28,23.8
0.2,123.9
13.2,204.0
0.95,32.9
6.05,79.0
0.2,252.0
3.95,17.5
0.12,24.89
0.7,49.99
1.0,77.0
2.35,52.11
0.15,79.9
0.25,89.99
0.22,46.86
0.92,116.11
8.8,119.99
1.3,77.5
1.05,174.99
12.05,650.0
0.2,37.47
13.1,369.9
0.2,18.9
8.68,124.99
3.5,220.0
0.4,105.0
1.65,49.9
0.08,29.0
0.2,45.0
2.1,98.99
1.1,44.99
0.8,58.9
1.65,28.17
0.4,18.95
4.5,79.9
1.4,40.0
0.1,15.49
0.5,39.9
1.2,49.9
1.2,63.9
0.26,1200.0
0.25,44.99
0.45,299.99
1.25,100.0
1.65,59.9
14.55,520.2
0.3,49.0
0.88,56.99
0.95,60.0
0.52,199.0
0.15,28.99
1.2,12.99
0.3,37.99
0.45,67.99
3.8,180.99
0.45,29.99
0.35,69.0
6.55,129.0
0.7,46.3
1.7,40.0
1.51,799.6
2.15,229.99
7.3,794.98
0.12,148.0
0.1,181.01
1.75,99.99
4.34,179.9
0.2,49.99
0.25,54.0
0.3,48.8
0.7,79.0
1.35,69.9
0.3,14.99
1.38,89.9
2.2,79.9
0.55,506.0
0.2,17.9
0.55,98.0
0.17,89.8
0.18,24.53
0.12,74.9
0.4,117.7
3.1,85.0
0.25,49.0
0.6,39.9
0.4,129.0
0.15,52.51
1.35,69.0
0.15,14.9
8.85,329.48
2.05,89.9
10.15,340.99
0.6,528.0
1.0,59.9
2.63,79.99
0.25,59.9
0.3,69.9
0.35,31.4
2.6,119.6
3.0,49.0
1.55,59.0
2.5,99.9
7.08,58.9
0.95,59.99
6.85,169.0
1.0,79.0
0.85,38.4
0.25,29.9
0.42,190.83
0.1,19.99
0.85,92.65
0.4,26.0
1.05,144.99
1.8,135.0
0.95,79.9
0.2,89.0
0.3,159.0
0.2,89.0
0.2,10.6
1.3,124.9
0.67,29.0
1.45,379.95
0.2,89.0
0.3,24.99
0.35,39.99
2.35,129.9
7.95,103.37
2.42,166.99
1.1,104.0
0.34,165.0
6.65,109.9
0.13,65.0
7.1,395.0
1.45,89.9
0.25,29.99
0.35,319.0
1.6,59.0
0.25,55.0
1.25,129.9
0.65,39.0
0.46,299.9
0.25,10.0
9.65,75.0
0.1,19.9
5.51,64.9
0.35,157.0
0.8,54.9
1.29,113.89
1.25,48.9
0.05,18.99
0.21,88.89
0.1,49.9
0.25,59.0
15.47,219.99
1.75,59.9
1.72,79.9
2.0,77.7
0.5,69.0
0.2,19.9
0.15,120.0
0.45,16.9
1.4,75.27
1.8,99.99
0.5,22.99
0.55,19.9
7.0,76.45
2.75,340.0
0.25,23.0
0.15,49.9
6.8,149.0
1.85,60.0
10.15,138.0
9.5,599.0
6.95,143.9
1.81,79.99
0.35,29.99
1.5,629.9
1.0,69.99
0.2,7.9
2.28,1099.0
22.18,99.0
8.63,112.99
0.5,26.0
2.34,158.9
0.3,79.9
0.23,34.9
8.05,271.99
0.15,18.9
0.2,39.9
0.7,29.99
3.78,109.99
1.8,149.9
0.45,121.0
0.3,18.0
0.65,40.99
1.15,109.9
0.2,31.9
0.32,84.89
5.65,139.9
0.35,92.49
0.44,69.0
12.32,89.98
0.55,45.9
0.45,33.9
3.5,189.45
1.7,139.99
8.68,119.99
0.2,29.0
0.35,28.89
0.45,10.99
11.1,149.0
0.12,15.49
1.0,77.0
1.6,169.9
0.35,29.5
12.8,699.0
0.48,669.99
11.4,135.0
0.64,49.39
0.16,108.9
0.25,37.0
0.4,49.9
1.07,215.45
0.16,29.45
0.5,99.9
7.05,49.9
1.6,129.99
10.75,279.9
1.8,139.9
1.15,249.99
1.15,125.99
0.25,235.0
0.83,49.0
1.3,125.0
0.32,53.99
5.48,177.65
0.43,99.9
5.4,139.0
1.4,95.9
0.3,11.99
0.87,245.7
0.7,65.49
0.3,69.9
0.35,29.9
0.25,79.0
1.2,139.9
1.35,78.0
1.75,48.9
0.2,44.95
0.25,119.99
9.65,75.0
2.5,135.9
0.35,24.99
2.9,205.0
0.62,535.9
0.9,72.9
0.35,49.0
1.25,96.0
0.25,31.5
19.15,399.0
0.6,84.99
12.68,179.99
0.58,159.9
0.2,37.5
0.45,39.5
0.6,59.9
0.4,69.99
0.1,29.99
0.1,149.65
5.65,49.0
7.65,849.0
1.5,59.9
3.1,21.0
0.3,125.0
1.2,114.9
0.8,69.9
1.75,59.0
0.4,41.9
0.15,84.9
1.15,105.0
12.78,149.0
5.95,143.8
0.25,48.9
6.55,129.0
1.11,53.88
0.18,19.9
0.18,19.9
1.85,108.9
0.55,99.9
1.35,96.5
0.25,69.9
0.15,25.99
1.45,49.9
0.2,59.0
13.7,790.0
0.1,23.99
0.18,39.95
0.15,14.99
3.55,53.9
2.1,899.0
7.7,120.0
0.3,39.99
0.2,39.0
1.95,58.55
0.15,73.8
0.7,89.18
0.68,79.0
0.95,38.4
6.25,187.0
0.7,285.9
0.28,40.0
1.35,59.9
1.3,99.0
0.49,67.0
1.0,39.0
0.44,169.9
0.15,24.99
0.1,23.99
0.35,24.99
0.15,29.9
0.15,75.0
0.5,29.9
0.58,99.9
1.35,106.9
0.3,47.49
0.25,32.0
0.7,69.89
0.25,58.5
0.25,49.0
0.18,12.9
2.5,99.9
0.25,8.99
1.4,70.9
0.2,24.99
0.15,49.9
0.85,109.0
0.55,39.0
0.25,49.0
1.8,129.9
1.7,129.9
1.16,91.0
2.9,110.0
0.86,49.0
0.35,27.99
1.29,113.89
5.7,159.9
5.15,150.0
0.62,139.99
0.05,3.5
1.85,21.15
0.3,34.99
0.35,29.99
1.1,34.9
0.38,199.9
5.4,147.0
1.15,24.99
6.55,119.0
1.55,48.9
0.4,120.0
0.35,24.99
0.6,489.0
0.6,53.0
3.5,73.02
18.23,179.96
0.15,21.9
0.5,299.0
0.45,69.9
7.65,125.0
0.15,110.32
0.12,59.9
0.53,149.9
0.4,72.9
0.8,89.0
0.32,29.9
7.65,179.0
1.82,89.9
0.46,233.91
0.9,54.99
14.05,90.0
0.4,125.0
0.49,37.0
17.03,139.94
0.3,42.9
2.12,196.8
0.2,123.0
10.75,179.9
0.2,12.9
11.88,79.99
1.1,79.9
1.55,49.9
1.82,84.0
4.6,180.0
0.9,35.9
7.0,58.9
0.8,37.9
0.45,72.0
0.45,178.5
1.0,159.95
0.2,38.0
0.5,69.9
0.26,34.99
0.5,54.9
1.15,74.9
0.3,37.99
1.65,59.9
16.05,92.0
1.4,99.9
8.32,99.0
0.1,49.77
0.13,147.9
0.8,54.9
0.08,15.9
0.1,24.9
5.95,99.99
7.62,241.1
2.75,70.0
0.75,199.9
2.1,94.9
2.2,89.0
0.35,49.0
2.45,199.9
5.0,174.9
0.1,126.12
0.58,99.9
0.14,87.0
0.2,29.9
0.6,25.0
0.08,14.89
0.82,69.9
16.1,89.9
0.6,147.5
5.7,49.0
0.85,39.99
0.5,18.4
3.7,139.0
0.2,29.9
16.85,299.0
0.1,18.99
1.55,99.9
0.5,69.99
0.3,24.99
0.25,94.9
1.5,187.2
1.4,44.35
0.3,25.9
0.5,28.9
7.35,443.0
0.4,136.0
1.0,219.0
0.85,70.0
1.05,144.99
0.35,102.0
3.8,150.0
0.5,109.95
0.4,24.9
0.65,60.0
2.0,172.5
0.6,649.0
0.5,50.9
0.1,26.99
0.25,89.99
0.6,84.99
1.25,103.9
0.9,156.0
1.15,85.9
0.22,111.92
2.31,214.0
1.85,79.0
0.5,89.9
0.85,38.4
3.85,405.99
1.5,59.9
0.1,47.3
5.6,36.99
0.28,99.0
1.0,105.0
0.52,199.0
1.25,120.0
0.45,54.9
0.18,12.9
6.8,140.0
0.13,45.9
0.3,39.9
0.25,45.99
1.25,115.0
0.25,44.9
0.15,110.32
0.68,35.95
0.45,93.9
1.1,71.35
0.45,29.9
0.3,64.9
4.35,119.8
0.1,49.9
3.45,389.0
1.05,35.99
0.25,78.0
0.25,127.9
0.36,29.9
0.85,79.9
5.2,89.9
3.6,111.9
0.28,53.49
0.15,19.9
2.05,21.9
1.23,35.0
0.21,113.1
1.55,134.99
0.76,89.0
3.0,299.9
0.4,79.9
0.55,19.95
1.6,192.0
11.2,38.9
0.35,39.9
0.2,42.0
2.7,139.0
2.05,103.8
0.3,364.0
12.8,49.0
0.4,93.5
0.49,39.0
0.1,10.37
1.68,89.9
3.0,49.0
0.29,178.99
1.3,69.9
4.2,134.99
0.85,35.0
4.75,139.9
0.7,38.5
10.0,46.0
0.35,24.9
0.1,24.99
1.05,99.9
4.75,130.0
0.32,199.9
0.1,29.99
3.25,69.9
1.75,53.9
0.12,12.25
0.22,69.0
0.25,89.99
0.5,29.99
0.4,122.99
1.38,79.9
0.1,49.9
0.52,49.9
0.18,55.9
0.12,59.99
0.25,78.0
4.3,14.99
0.25,9.99
5.1,89.9
0.2,31.9
1.55,99.99
2.65,1200.0
0.2,29.99
1.75,49.9
4.0,150.0
0.57,539.9
3.17,78.45
1.1,79.9
1.87,29.5
7.62,241.1
1.55,59.9
0.22,59.98
3.4,45.9
10.75,388.0
0.2,39.0
0.25,29.9
0.8,54.9
0.2,14.6
0.45,22.0
6.55,139.99
0.55,39.0
0.83,34.9
0.25,54.99
0.1,18.9
1.0,61.9
2.85,99.9
0.3,46.9
2.65,88.0
3.4,118.9
0.15,110.32
0.79,159.9
0.4,34.9
1.85,70.0
0.15,29.9
3.05,260.0
1.5,74.0
0.92,149.84
1.55,49.0
16.75,299.9
0.2,9.99
0.35,64.99
1.7,149.0
1.05,72.9
0.7,39.9
1.05,157.89
27.15,449.9
1.0,74.0
0.3,53.99
5.33,149.9
0.3,59.9
2.45,189.9
0.1,18.9
1.05,144.99
6.3,109.9
1.43,499.0
1.0,105.0
0.2,99.0
6.05,120.0
0.42,334.9
4.5,429.0
0.28,69.9
2.0,149.9
0.85,69.99
0.51,48.9
0.4,74.9
1.2,75.9
0.17,14.9
9.75,205.0
1.05,144.99
0.17,20.49
0.3,6.0
0.55,48.0
10.05,305.0
1.6,229.9
0.8,69.9
13.1,428.0
1.87,29.5
3.05,249.9
0.1,19.9
4.15,199.0
0.25,49.0
1.5,114.9
26.4,399.9
0.17,65.9
0.2,24.9
0.05,16.99
1.02,37.0
7.8,190.0
1.75,65.0
0.2,150.0
0.1,96.99
0.1,18.99
0.9,78.0
3.85,99.0
0.6,38.9
3.9,89.9
1.82,89.9
0.18,43.2
0.15,16.99
0.57,32.0
1.05,24.9
0.3,29.99
0.1,23.99
0.3,27.9
1.75,49.9
0.8,69.9
0.8,34.9
0.65,39.9
10.85,345.0
0.2,22.32
0.15,29.99
1.65,39.5
1.5,59.9
9.4,599.99
0.1,54.9
6.13,104.99
0.8,59.0
0.96,119.99
1.05,55.9
0.3,279.9
0.6,99.0
0.98,159.9
1.4,98.99
1.2,25.9
0.2,59.9
4.0,85.0
0.2,59.9
0.8,69.9
0.6,34.99
1.95,95.9
12.5,1390.0
10.05,138.0
4.2,175.99
0.08,39.99
1.85,32.0
0.28,17.9
0.43,52.99
0.15,19.99
0.4,330.0
5.7,55.0
0.35,25.0
0.85,118.9
1.62,134.9
0.35,56.9
2.5,99.9
0.15,16.9
1.5,39.0
1.55,79.9
1.55,129.9
2.58,78.99
0.6,34.99
0.18,47.49
25.75,129.89
0.1,59.9
1.3,189.9
5.55,98.72
1.05,69.99
0.61,22.9
5.68,249.9
0.95,38.4
0.05,11.97
7.15,89.0
1.0,108.0
8.05,22.9
0.18,23.99
1.95,89.9
1.3,87.0
0.85,49.0
0.3,49.89
0.1,59.9
0.7,25.0
1.15,44.9
13.35,146.94
0.12,12.87
0.15,14.9
0.35,64.99
0.25,233.0
0.25,9.9
0.68,44.9
1.4,82.9
0.71,600.0
0.98,98.9
12.05,599.0
1.58,75.9
0.18,11.97
0.1,36.9
0.6,124.9
0.3,33.6
0.2,13.65
0.42,139.5
0.9,565.0
1.4,109.9
0.15,56.8
12.25,250.0
0.4,25.0
1.55,59.9
0.35,9.99
0.25,89.0
0.25,29.9
2.75,59.9
0.5,12.49
1.4,49.9
1.55,59.9
1.25,89.9
0.85,38.4
0.6,49.9
9.0,99.0
0.4,49.9
1.6,114.9
1.11,53.88
0.35,16.0
12.25,174.51
0.15,18.9
0.5,139.0
0.85,69.99
0.95,69.9
2.6,69.9
5.15,22.5
0.9,169.0
0.42,169.0
0.2,29.0
0.88,56.99
0.22,171.0
0.75,75.9
0.18,47.49
13.15,119.9
10.1,278.25
0.1,21.9
0.9,349.9
0.35,39.9
0.9,9.99
0.2,29.9
7.5,74.99
1.8,129.99
1.55,59.9
7.0,58.9
1.2,45.97
1.75,165.9
30.0,760.0
0.79,199.9
1.81,77.99
0.4,79.0
0.3,65.0
0.14,245.9
0.92,137.9
0.58,99.9
9.35,359.0
0.9,349.9
0.53,149.9
0.25,229.8
0.3,116.0
0.35,95.0
12.05,599.0
1.87,96.8
1.05,26.0
1.65,59.9
0.1,49.77
1.82,99.9
0.85,110.0
0.35,199.0
0.25,31.9
2.9,158.0
0.2,17.9
0.53,159.9
1.5,69.9
1.38,89.9
0.37,90.99
0.35,39.99
0.58,38.25
0.15,48.99
0.2,42.0
2.4,229.99
0.85,129.0
0.9,44.5
0.3,21.99
18.15,389.9
0.12,19.8
0.5,339.0
0.55,99.99
1.5,55.9
14.95,109.99
1.8,119.9
1.65,53.9
0.4,29.9
1.23,49.0
0.2,19.49
0.75,81.56
0.08,54.9
0.95,104.0
3.45,31.8
0.36,223.0
0.25,49.0
0.15,27.9
0.45,299.99
2.12,89.9
1.1,58.99
0.45,449.9
0.15,3.06
0.3,219.9
0.3,39.9
0.5,74.9
0.3,199.9
7.5,119.9
0.27,278.0
0.4,25.99
1.84,39.8
5.15,149.9
0.1,49.9
0.35,29.99
0.2,5.9
0.45,159.49
6.55,149.0
7.0,45.9
0.6,69.9
8.8,116.59
4.8,49.97
0.1,19.99
1.6,80.0
0.5,219.9
0.2,45.99
0.12,25.99
0.25,49.99
1.75,119.9
6.6,52.0
1.8,59.9
0.85,74.49
6.55,149.99
1.35,61.9
0.21,21.9
1.3,59.9
0.4,89.99
0.4,499.9
1.4,129.99
4.07,683.38
0.95,18.0
1.4,102.9
0.2,10.9
0.2,16.9
0.6,48.9
0.35,24.9
0.48,241.0
0.3,116.0
0.45,32.0
0.5,20.0
4.0,449.0
0.15,5.0
1.3,59.0
1.03,65.0
0.25,89.99
0.25,49.0
0.75,56.97
7.05,110.0
0.4,22.5
1.15,116.0
1.5,111.9
0.2,39.6
0.2,32.3
0.9,65.9
0.25,56.99
13.05,59.9
0.2,110.32
1.3,49.9
1.0,59.33
16.1,119.9
1.65,49.0
0.94,219.9
0.95,69.9
0.18,29.98
0.8,35.12
1.18,90.5
0.25,89.99
4.62,199.0
3.95,1199.0
0.95,177.99
0.6,248.25
1.5,170.0
7.8,110.0
0.15,29.99
2.4,129.9
0.28,39.9
6.85,139.9
0.45,112.0
1.85,69.0
0.4,22.5
7.85,58.0
0.15,39.9
0.9,44.9
0.15,49.99
0.05,29.9
2.6,69.9
1.61,35.9
0.65,49.0
0.15,79.9
0.25,18.0
0.22,13.98
0.7,38.0
0.92,137.9
0.65,349.99
1.15,120.0
0.28,39.9
0.25,29.9
13.8,329.9
0.4,69.9
0.15,18.9
0.8,62.8
15.05,40.95
1.04,268.99
0.2,29.0
0.23,34.9
0.75,48.9
0.15,25.9
1.9,99.9
1.7,139.99
2.6,69.9
0.28,79.9
15.7,199.9
0.7,74.0
0.05,14.0
1.2,102.9
0.6,309.0
3.55,169.0
2.53,949.9
0.92,144.97
0.13,43.9
0.5,29.0
7.9,129.0
0.3,34.9
0.3,144.99
0.2,19.9
0.22,11.87
0.55,29.99
0.35,181.82
0.46,125.0
0.2,89.49
0.95,32.99
3.3,85.0
1.07,149.91
2.8,1340.0
1.35,109.9
1.0,49.09
0.6,50.95
0.31,102.9
0.85,56.99
1.5,49.9
0.35,155.0
0.98,23.99
0.1,11.5
0.4,117.9
1.25,59.0
1.1,69.9
1.65,53.9
1.38,89.9
0.4,49.9
2.3,195.0
0.85,56.99
5.7,45.0
0.25,49.0
2.5,75.0
0.3,22.9
0.6,83.36
0.44,49.9
0.25,49.0
0.35,29.99
0.3,24.99
0.75,179.9
0.15,14.3
0.4,34.9
1.5,119.99
0.23,22.0
0.6,209.0
2.6,119.6
0.6,34.9
2.8,1340.0
