freight_value,freight_ratio
21.16,0.119
13.25,0.019
15.1,0.687
8.27,0.166
12.69,0.769
2.45,0.021
62.86,0.524
7.78,0.556
13.24,0.115
19.44,0.031
25.8,0.344
23.29,0.229
19.04,1.278
34.57,0.315
7.78,0.556
13.01,0.26
17.6,0.353
13.62,0.189
53.48,0.255
18.99,0.139
26.95,0.216
15.1,0.616
13.67,0.095
31.75,0.222
22.23,0.089
0.0,0.0
17.27,0.173
15.31,0.192
17.93,0.449
23.49,0.181
25.38,0.518
14.1,0.543
44.05,0.232
21.43,0.612
16.32,0.204
15.2,0.234
20.77,0.173
15.23,0.509
20.33,0.169
8.72,0.151
8.82,0.768
34.11,0.232
65.18,0.136
13.14,0.056
14.54,0.132
15.1,1.013
12.62,0.144
15.3,0.195
18.23,0.424
21.33,0.178
52.47,0.202
22.06,0.45
15.1,0.799
12.79,0.428
15.23,0.847
17.16,0.132
17.66,0.168
17.99,0.3
16.96,0.089
19.81,0.243
19.7,0.056
16.16,0.057
14.1,0.544
14.1,0.588
12.79,0.458
15.1,0.539
18.34,0.28
16.6,0.522
18.23,0.701
7.39,0.37
12.49,0.088
17.63,0.678
21.71,0.265
45.02,0.57
16.95,0.17
17.63,0.536
15.23,0.508
14.52,1.467
28.57,0.168
7.42,0.093
32.61,0.326
14.52,1.321
17.67,0.321
8.29,0.141
16.46,0.165
16.15,0.288
18.23,0.096
13.42,0.015
15.4,0.188
15.53,0.139
17.67,0.361
24.75,0.089
8.39,0.093
14.58,0.247
27.56,0.232
25.74,0.2
13.49,0.047
14.55,0.27
13.72,0.137
15.23,0.637
13.37,0.268
15.1,0.755
9.25,0.071
14.3,0.072
9.0,0.036
11.85,0.365
22.61,0.175
7.39,0.541
14.52,1.453
4.21,0.053
7.39,0.465
14.52,0.416
12.79,0.673
16.79,0.764
18.23,0.365
13.99,0.237
13.37,0.268
26.78,0.268
15.51,0.31
12.16,0.111
14.1,0.644
41.33,0.828
20.86,0.243
20.43,0.584
9.69,0.044
15.61,0.127
19.53,0.244
57.99,0.61
15.1,0.604
37.3,0.623
18.49,0.386
15.5,0.146
18.58,0.186
21.43,0.429
17.41,0.125
12.96,0.371
19.32,0.483
105.96,0.151
15.1,0.629
11.39,0.072
15.03,0.295
17.6,0.353
19.38,0.196
16.92,0.249
16.71,0.073
15.1,0.89
23.57,0.393
18.09,0.151
13.48,0.205
75.05,0.25
15.31,0.512
27.13,0.228
12.87,0.1
7.39,0.279
25.63,1.465
16.46,0.235
20.84,0.697
33.91,0.429
8.72,0.397
14.67,0.058
20.52,0.14
12.65,0.169
23.51,2.615
12.23,0.088
16.46,0.165
12.15,0.055
21.19,0.212
8.11,0.4
16.35,0.303
14.84,0.195
29.32,0.223
8.88,0.055
13.2,0.063
56.77,0.631
16.54,0.331
41.43,0.074
37.17,0.338
76.05,0.448
11.85,0.242
12.13,0.135
20.91,0.349
17.67,0.295
21.09,0.245
82.12,0.559
14.52,0.608
19.6,0.333
7.44,0.298
17.95,0.18
19.6,0.218
29.92,0.138
16.33,0.182
19.15,0.03
15.84,0.176
39.78,0.399
20.4,0.785
15.43,0.195
16.89,0.678
16.05,0.357
42.73,0.429
8.98,0.276
13.67,0.49
11.15,0.485
16.67,0.243
42.79,0.165
15.1,0.378
25.79,0.023
19.03,0.144
8.72,0.178
15.1,0.629
16.42,0.238
21.15,0.769
7.78,0.236
16.42,0.173
14.1,0.882
18.23,0.608
10.96,0.613
15.38,0.171
9.56,0.029
15.11,0.458
19.04,0.957
7.65,0.139
19.34,0.368
9.45,0.053
16.15,0.294
25.78,0.358
18.23,0.629
11.53,0.089
11.36,0.031
18.23,5.209
30.47,0.17
18.55,0.286
9.27,0.779
9.46,0.189
13.08,0.396
18.27,0.734
23.47,0.124
16.11,0.336
17.76,0.197
13.92,0.108
8.89,0.445
3.02,0.269
11.73,0.608
18.72,0.131
17.25,0.157
16.64,0.132
21.15,1.463
8.72,0.153
7.55,0.126
7.56,0.076
27.3,0.094
16.76,0.24
14.68,0.175
22.57,0.226
17.81,0.237
49.05,0.249
12.75,0.216
11.15,0.203
61.98,0.351
8.29,0.244
3.25,0.047
14.52,0.695
18.35,0.117
15.23,0.544
27.59,0.145
18.33,0.282
7.56,0.176
53.41,0.461
11.98,0.171
19.53,0.163
38.9,0.433
13.0,0.161
16.69,0.125
25.61,0.233
7.78,0.391
11.89,0.216
1.33,0.067
22.85,0.788
16.79,0.827
13.44,0.224
22.93,0.717
41.26,0.142
18.44,0.38
14.52,0.363
39.6,0.12
9.34,0.134
13.55,0.085
32.13,0.205
16.49,0.028
27.38,0.228
14.17,0.237
1.24,0.026
13.13,0.053
10.96,0.731
9.26,0.185
14.52,0.455
13.28,0.169
12.79,0.32
26.12,0.218
24.84,0.961
15.37,0.173
7.39,0.528
65.03,0.296
18.02,0.164
41.02,0.279
83.07,0.119
17.6,0.18
3.55,0.103
23.29,0.119
8.27,0.407
2.56,0.366
22.1,0.096
193.84,0.255
20.77,0.14
14.39,0.197
60.29,0.242
24.98,0.278
23.58,0.38
43.13,0.138
16.32,0.974
11.85,0.395
13.15,0.155
19.1,0.134
20.56,0.367
19.27,0.136
15.95,0.094
8.72,0.168
16.79,0.336
101.85,0.159
8.88,0.493
19.61,0.327
27.17,0.302
25.63,0.827
9.34,0.173
15.27,0.039
15.1,0.606
16.38,0.184
23.27,0.295
16.7,0.257
20.94,0.381
19.59,0.344
16.52,0.153
12.69,0.344
11.95,0.184
8.11,0.208
7.78,0.622
13.37,0.297
16.11,0.459
45.13,0.301
16.79,0.373
15.34,0.529
7.78,0.195
18.63,1.34
60.54,0.106
16.46,0.165
10.39,0.074
7.78,0.537
21.89,0.182
18.35,0.061
18.92,0.158
14.1,0.641
12.76,0.071
12.79,0.388
13.2,0.15
15.03,0.215
15.45,0.155
18.23,1.508
14.1,0.283
16.1,0.329
14.59,0.284
15.23,0.311
7.39,0.462
16.81,0.112
28.75,0.685
11.34,0.252
8.72,0.581
15.13,0.276
16.42,0.117
15.1,1.678
12.05,0.154
51.98,0.306
8.55,0.153
16.88,0.106
14.15,0.132
8.49,0.065
46.22,0.183
16.21,0.25
85.97,0.478
7.78,0.13
11.8,0.139
12.35,0.101
18.23,0.965
14.61,0.119
21.35,0.396
14.7,0.106
8.27,0.505
17.8,0.14
16.28,0.217
25.22,0.537
20.03,0.132
18.0,0.088
22.27,0.16
19.32,1.289
19.46,0.278
9.34,0.359
15.1,0.583
127.88,0.183
13.77,0.087
19.0,0.119
4.2,0.25
15.69,0.185
16.25,0.232
74.75,0.258
14.43,0.391
18.51,0.319
17.75,0.247
22.93,0.546
19.02,0.144
52.48,1.735
11.92,0.199
15.1,0.759
79.01,0.088
21.44,0.145
17.54,0.195
15.83,0.03
64.26,0.536
31.1,0.173
26.46,0.22
25.05,0.251
11.85,0.853
16.95,0.17
53.18,0.448
21.62,0.044
7.87,0.143
37.16,1.062
16.72,0.223
21.22,0.193
0.63,0.002
15.1,0.759
39.64,0.18
15.1,0.839
77.77,0.105
17.51,0.093
15.87,0.144
13.55,0.452
19.18,0.103
13.89,0.31
8.72,0.153
8.52,0.079
11.39,0.105
15.1,1.385
34.82,0.238
15.38,0.171
12.69,0.276
13.82,0.396
19.05,0.693
54.6,0.064
19.89,0.199
22.2,0.185
27.78,0.185
17.06,0.857
10.04,0.055
9.2,0.078
14.98,0.085
18.23,1.079
9.05,0.043
18.35,0.232
16.11,0.539
16.79,0.581
22.22,0.532
55.28,0.379
8.07,0.137
15.2,0.234
17.96,0.12
15.1,0.651
25.81,0.187
26.97,0.281
9.66,0.033
19.28,0.195
15.1,0.456
18.72,0.156
12.25,0.082
16.11,0.42
15.18,0.253
7.78,0.409
8.29,0.237
14.16,0.464
12.57,0.332
16.79,0.343
16.7,1.113
17.03,0.142
13.59,0.167
15.1,0.315
31.94,0.152
15.27,0.039
8.11,0.271
21.1,0.243
10.96,0.422
28.01,0.017
15.28,0.204
15.51,0.263
14.1,0.442
15.12,0.112
27.23,0.21
15.1,0.915
20.11,0.161
16.79,0.856
13.43,0.228
17.06,0.348
22.28,0.446
18.97,0.122
23.07,0.458
22.4,0.228
22.93,0.07
15.66,0.241
17.01,0.207
18.33,0.17
12.99,0.14
114.39,1.08
16.11,0.62
15.1,0.699
23.25,0.211
18.73,0.134
19.35,0.109
15.11,0.421
12.48,0.312
14.34,0.076
17.8,0.225
15.1,1.385
74.17,5.302
52.55,0.877
18.23,0.383
20.99,0.162
16.11,0.377
133.88,0.237
37.69,0.341
15.63,0.292
14.52,0.416
7.78,0.159
16.25,0.232
7.39,0.139
15.1,0.432
16.12,0.231
21.15,0.663
8.62,0.132
15.1,1.013
7.6,0.158
14.35,0.319
20.93,0.084
23.6,0.364
11.9,0.119
25.74,0.2
43.34,0.314
22.27,0.117
9.5,0.075
16.32,0.363
14.42,0.152
8.11,0.325
20.13,0.069
16.43,0.471
14.52,0.323
15.92,0.136
15.38,0.171
19.8,0.248
12.32,0.077
16.05,0.119
16.01,0.089
22.7,0.094
16.11,0.384
57.8,0.263
8.72,0.324
13.89,0.079
14.85,0.135
16.33,0.093
18.24,0.356
7.39,0.435
11.95,0.15
25.73,0.258
7.58,0.165
25.3,0.384
20.99,0.421
24.05,0.115
27.8,0.155
17.94,0.122
19.62,0.079
17.16,0.132
15.1,0.889
16.99,0.215
15.73,0.131
14.12,0.109
20.84,0.348
34.92,0.117
9.03,0.075
15.76,0.109
15.36,0.054
17.06,0.903
12.9,0.117
21.18,0.193
12.69,0.326
23.19,0.346
15.74,0.128
15.1,0.344
14.1,0.313
12.16,0.13
13.28,0.133
46.92,0.69
19.32,0.483
48.0,0.287
22.62,0.138
16.11,0.404
18.16,0.14
12.79,0.261
19.41,0.274
15.1,0.387
31.97,0.183
15.98,0.542
19.24,0.099
14.52,0.416
15.1,0.539
58.1,0.285
29.52,0.422
34.15,1.797
12.11,0.093
18.65,0.093
12.75,0.143
16.11,0.404
18.23,1.139
13.29,0.109
47.61,0.307
18.23,0.959
14.1,0.288
11.85,0.359
21.61,0.023
12.7,0.25
10.0,0.132
5.93,0.25
44.84,0.301
15.87,0.353
27.43,0.142
17.25,0.383
7.78,0.156
15.1,0.659
46.64,0.279
18.51,0.139
13.42,0.236
17.78,1.798
18.46,0.107
39.56,0.44
18.23,0.406
24.32,0.122
26.91,0.432
21.15,0.846
15.4,0.165
11.31,0.031
19.33,0.097
16.14,0.299
8.72,0.655
7.78,0.585
9.75,0.142
49.61,0.198
36.36,0.244
25.63,0.642
12.13,0.135
16.29,0.074
8.29,0.521
33.52,0.189
14.1,0.643
20.33,0.407
13.47,0.375
10.96,0.378
38.66,0.332
9.75,0.049
16.01,0.089
16.46,0.165
14.17,0.237
15.79,1.053
15.1,1.525
16.53,0.15
16.99,0.215
7.48,0.242
17.92,0.467
74.71,0.534
23.52,0.175
11.9,0.209
13.21,0.12
8.72,0.153
10.96,0.44
8.09,0.062
17.92,0.459
28.9,0.275
9.72,0.168
45.09,0.501
8.91,0.111
27.48,0.137
29.66,0.148
13.64,0.185
7.39,0.465
14.52,0.291
22.06,0.553
7.72,0.119
15.1,0.755
23.5,0.224
18.23,0.397
24.93,0.396
8.71,0.112
16.25,0.232
17.7,0.278
10.96,0.422
11.85,0.595
12.69,0.508
23.78,0.17
22.73,0.162
19.81,0.107
15.1,0.378
15.11,0.399
8.78,0.099
24.21,0.122
40.31,0.288
7.43,0.303
44.22,0.155
8.11,0.27
12.72,0.15
12.48,0.181
43.99,0.102
30.08,0.201
15.11,1.163
17.03,0.142
28.93,0.376
16.11,0.323
60.41,0.101
21.71,0.265
22.84,0.467
16.39,0.182
18.62,0.124
18.52,0.309
17.13,0.173
7.39,0.297
28.19,0.113
17.95,0.18
12.91,0.369
19.73,0.282
13.2,0.167
38.51,0.03
16.27,0.223
18.23,0.533
28.56,0.124
17.88,0.199
11.89,0.109
9.27,0.465
7.51,0.251
22.95,0.157
38.81,0.281
142.31,0.285
20.08,0.805
15.76,0.109
14.43,0.483
8.29,0.237
108.96,0.112
14.52,0.31
44.76,0.327
23.32,0.359
7.39,0.297
13.72,0.137
25.81,0.187
14.79,0.062
9.94,0.24
19.76,0.264
9.31,0.117
30.53,0.85
17.35,0.29
17.73,0.257
14.99,0.094
7.78,0.778
23.81,0.177
8.88,0.444
16.92,0.246
20.09,0.119
57.28,0.382
18.56,0.206
16.63,0.062
15.21,0.102
8.88,0.342
119.99,0.4
8.3,0.109
18.31,0.611
16.13,0.058
17.67,0.295
9.51,0.329
14.52,0.922
27.08,1.129
18.0,0.101
25.0,0.208
18.28,0.703
17.39,0.178
16.21,0.02
7.39,0.621
15.23,0.401
27.91,0.143
13.92,0.285
17.8,0.225
15.1,0.521
34.33,0.452
18.63,0.402
18.3,0.122
10.0,0.059
17.67,0.295
16.81,0.314
33.38,0.281
15.45,0.309
13.45,0.093
14.17,0.236
16.21,0.249
16.86,0.281
5.9,0.211
15.63,0.054
19.59,0.22
8.9,0.178
37.96,0.643
15.51,0.062
18.29,0.68
17.06,0.611
27.75,0.414
23.51,0.104
15.27,0.623
35.8,0.521
15.1,0.388
17.66,0.299
19.04,0.389
8.72,0.257
18.65,0.316
13.67,0.124
21.68,0.172
34.49,0.383
7.78,0.311
13.47,0.711
17.73,0.257
17.04,0.134
8.41,0.24
15.1,0.36
24.83,0.086
19.32,0.387
12.99,0.167
17.94,0.181
22.26,0.467
14.1,0.834
21.14,0.148
16.25,0.233
18.23,0.985
35.76,0.128
10.96,0.367
14.52,0.132
19.58,0.356
20.2,0.14
19.49,0.115
12.99,0.14
8.96,0.3
7.73,0.351
18.27,0.228
7.43,0.303
18.82,0.141
18.5,0.046
14.47,0.268
15.1,0.303
8.72,0.349
13.6,0.362
34.15,1.367
17.1,0.181
17.74,0.254
17.87,0.201
20.4,0.785
17.94,0.181
18.52,0.13
19.7,0.056
67.21,0.04
8.29,0.276
17.06,0.428
12.48,0.25
34.53,0.332
20.0,0.102
38.8,0.51
23.24,0.37
21.13,0.141
7.58,0.168
36.69,0.082
11.87,0.225
86.66,0.217
40.56,0.058
15.26,0.21
27.58,0.306
18.65,0.239
10.96,0.322
8.72,0.224
16.6,0.416
15.77,0.108
14.1,1.893
16.11,0.437
13.2,0.132
14.16,0.244
7.15,0.041
39.53,0.22
11.75,0.151
36.95,0.082
18.15,0.141
7.39,0.256
12.82,0.186
18.23,0.894
15.1,0.604
18.72,0.089
12.23,0.116
44.64,0.372
15.1,0.398
16.46,0.165
18.27,0.185
17.39,0.218
38.68,0.789
24.25,0.097
18.85,0.126
17.05,0.074
23.24,0.058
10.66,0.355
9.66,0.074
17.13,0.173
0.06,0.001
36.58,0.62
8.11,0.4
14.31,0.191
16.11,0.644
19.03,0.115
51.85,0.115
25.61,0.184
13.93,0.107
17.19,0.352
23.85,0.159
23.36,0.292
16.25,0.232
8.41,0.168
15.84,0.176
18.21,0.052
18.83,0.941
7.78,0.195
7.39,0.148
64.02,0.268
22.06,1.472
16.9,0.057
15.74,0.111
16.18,0.27
6.1,0.421
22.06,0.442
7.31,0.294
9.44,0.22
7.78,0.57
19.55,0.06
17.6,0.504
22.36,0.055
7.78,0.268
12.13,0.135
15.11,0.505
14.71,0.107
44.68,0.358
19.13,0.113
23.47,0.245
13.45,0.093
7.78,1.288
27.46,0.21
15.82,0.288
19.04,1.657
15.1,0.605
38.88,0.041
14.04,0.094
34.11,0.684
36.85,0.335
8.9,0.414
37.9,0.881
15.24,0.766
18.29,0.064
19.46,0.499
9.51,0.032
15.1,0.355
17.06,0.857
24.26,0.061
57.54,0.057
33.84,0.339
8.62,0.133
18.23,0.916
9.27,0.622
12.57,0.045
12.64,0.508
33.99,0.154
17.84,0.259
12.43,0.178
34.15,1.071
16.11,0.329
13.73,0.043
11.85,0.84
21.18,0.493
21.44,0.158
11.85,0.396
15.79,0.79
20.23,0.029
21.78,0.218
19.7,0.188
15.56,0.312
37.6,0.384
18.24,0.037
15.38,0.57
13.62,0.341
14.2,0.222
24.84,0.887
21.49,0.179
15.1,0.583
11.85,0.584
7.78,0.6
19.47,0.483
18.32,0.12
11.85,0.242
27.52,0.197
39.35,0.104
16.32,0.431
14.1,0.746
15.1,0.351
18.58,0.113
22.46,0.02
4.86,0.065
38.2,0.671
14.43,0.123
28.71,0.082
16.71,0.116
20.71,1.088
18.16,0.14
0.0,0.0
26.42,0.045
13.67,0.085
13.37,0.586
15.28,0.201
18.27,0.332
8.72,0.153
23.71,0.119
15.94,0.094
14.15,0.248
14.79,0.099
18.61,0.178
12.76,0.071
14.1,1.128
17.2,0.172
8.35,0.309
16.05,0.803
17.22,0.154
42.52,0.608
36.35,0.246
38.93,0.65
12.28,0.105
13.9,0.067
17.09,0.142
23.64,0.197
8.72,0.436
16.11,0.462
23.65,0.071
21.19,0.212
24.84,0.498
14.1,1.151
7.39,0.211
14.1,0.644
8.1,0.067
4.72,0.04
12.88,0.143
20.4,0.51
17.91,0.199
15.44,0.156
18.0,0.168
7.87,0.198
7.78,0.169
16.13,0.136
14.72,0.055
14.52,0.486
16.28,0.175
18.29,0.313
15.17,0.253
22.07,0.433
46.0,0.317
9.9,0.058
13.92,0.284
8.88,0.131
28.71,0.082
9.34,0.16
12.79,0.443
7.39,0.822
18.08,0.092
15.24,0.218
8.28,0.083
17.31,0.214
39.69,0.368
9.44,0.139
15.11,0.329
13.33,0.139
14.1,0.784
16.27,0.045
12.68,0.091
83.27,0.309
14.1,0.763
23.02,0.219
17.92,0.486
7.47,0.249
23.74,0.19
17.28,0.144
56.08,0.033
29.89,0.243
17.93,0.249
14.52,0.764
17.78,1.371
8.88,0.161
10.29,0.034
9.6,0.086
31.85,0.051
9.06,0.204
19.02,0.054
29.04,0.074
171.5,0.344
15.62,0.209
15.1,0.459
26.87,0.15
16.71,0.254
37.12,1.238
19.41,2.043
12.48,0.379
19.25,0.133
69.01,0.363
15.91,0.159
19.61,0.327
7.42,0.093
22.56,0.565
25.03,0.072
9.22,0.046
7.78,0.391
14.1,0.353
31.42,0.787
15.23,0.381
35.46,0.192
13.37,0.284
7.74,0.347
27.75,0.414
34.15,1.553
8.43,0.089
13.61,0.16
11.85,0.745
37.89,0.271
11.85,0.541
19.62,0.21
18.16,0.14
54.48,0.096
42.09,0.094
16.76,0.168
45.42,0.032
16.74,0.12
115.74,0.152
32.6,0.117
32.1,0.292
16.27,0.073
12.79,0.512
22.14,0.74
58.54,0.547
11.85,0.595
16.32,0.165
7.39,0.496
13.0,0.104
29.81,0.497
18.58,0.036
16.24,0.235
10.15,0.127
13.5,0.196
7.55,0.398
15.24,0.218
11.85,2.633
12.76,0.142
7.39,0.211
16.25,0.232
7.39,0.134
8.72,0.184
18.79,0.085
11.19,0.135
40.82,0.112
23.71,0.182
17.01,0.007
8.75,0.151
12.96,0.138
31.93,0.19
20.1,0.115
17.84,0.089
17.67,0.295
17.71,0.06
16.96,0.226
15.76,0.427
33.85,0.076
13.44,0.224
15.1,0.351
50.85,0.363
12.79,0.267
14.86,0.15
15.28,0.201
16.11,0.546
27.34,0.185
19.07,0.137
16.82,0.312
12.78,0.025
15.31,0.191
14.41,0.073
7.78,0.156
12.48,0.838
23.39,0.276
18.74,0.152
18.31,0.612
24.06,0.185
18.42,0.167
8.94,0.052
17.92,0.465
15.59,0.13
28.09,0.035
16.79,1.599
22.85,0.655
16.88,0.106
24.48,0.614
15.62,0.209
20.17,0.127
12.69,0.385
12.79,0.269
36.65,0.092
15.83,0.211
22.94,0.717
18.55,0.103
19.98,0.286
24.9,0.422
64.88,0.361
8.03,0.073
27.25,0.205
7.6,0.155
14.1,0.564
45.11,0.282
16.95,0.17
14.52,0.415
19.95,0.091
18.34,0.08
19.49,0.061
13.56,0.23
17.8,0.225
29.57,0.188
17.74,0.254
15.28,0.204
17.62,0.157
26.12,0.189
16.11,0.81
7.78,0.786
17.6,0.375
14.1,2.35
15.1,0.303
10.42,0.044
13.44,0.224
30.01,0.24
15.72,0.214
18.08,0.094
39.83,0.306
15.1,0.387
37.99,0.384
13.72,0.137
20.51,0.093
8.72,0.224
18.38,0.461
18.33,0.039
8.88,0.228
14.1,0.47
17.6,0.353
15.23,0.851
13.47,0.677
14.54,0.132
16.14,0.294
8.26,0.041
13.43,0.122
19.61,0.131
27.22,0.08
14.1,0.288
17.6,0.353
9.26,0.186
66.17,0.301
15.99,0.067
14.11,0.47
20.1,0.115
16.95,0.17
15.33,0.466
42.69,0.475
25.93,0.278
14.27,0.25
14.08,0.419
19.04,1.269
13.6,0.2
4.05,0.075
27.13,0.228
10.01,0.039
47.67,0.433
15.1,1.198
15.1,1.512
43.44,0.296
17.44,0.097
24.77,0.078
18.87,0.172
23.55,0.169
24.99,0.203
40.1,0.23
21.18,0.076
15.76,0.032
13.38,0.131
45.66,0.326
7.78,0.259
12.25,0.114
15.1,0.629
18.44,0.231
19.53,0.244
23.35,0.212
11.85,0.396
7.87,0.133
13.44,0.274
13.63,0.18
19.93,0.201
15.1,0.339
9.44,0.189
28.76,0.576
18.44,0.384
18.23,0.365
17.78,0.859
18.45,0.148
14.52,0.415
7.55,0.168
61.44,0.614
13.27,0.095
8.4,0.241
46.79,0.248
13.76,0.24
13.71,0.298
26.46,0.22
12.94,0.464
18.0,0.113
15.36,0.177
32.46,0.342
15.37,0.173
13.47,0.677
35.83,0.491
12.56,0.028
82.31,0.165
18.15,0.367
66.42,0.289
15.26,0.283
31.02,1.034
15.42,0.343
11.85,0.242
19.84,0.044
23.05,0.144
11.15,0.194
22.77,0.253
15.56,0.239
16.38,0.184
13.44,0.224
14.1,0.613
23.21,0.258
15.48,0.282
12.8,0.643
19.68,0.281
26.54,0.148
14.32,0.053
16.11,0.505
23.94,0.176
57.49,0.082
20.43,0.098
14.1,0.688
21.19,0.212
15.38,0.171
47.85,0.148
22.97,0.418
15.31,0.192
8.3,0.417
15.12,0.286
15.1,0.521
14.16,0.241
12.71,0.042
23.21,0.258
21.21,0.265
12.69,0.385
14.9,0.079
14.52,0.29
14.52,0.291
17.63,1.208
37.77,0.108
21.14,0.226
14.14,0.177
14.22,0.116
18.23,0.608
10.96,0.459
12.79,0.883
7.81,0.098
27.75,0.414
21.91,0.184
15.1,0.378
103.25,0.645
16.79,1.127
16.83,1.87
15.1,0.616
30.49,0.804
7.78,0.142
11.85,0.396
14.1,0.746
17.84,0.089
28.62,0.12
13.38,0.13
7.87,0.271
0.0,0.0
16.05,1.071
67.38,0.552
15.3,0.194
19.21,0.101
45.72,0.254
18.05,0.203
23.78,0.17
13.78,0.23
37.3,0.039
15.1,0.308
8.75,0.109
12.76,0.142
14.06,0.205
13.24,0.103
13.57,0.172
9.41,0.111
12.79,0.315
16.56,0.195
20.94,0.598
19.68,0.282
13.23,0.529
14.1,0.472
7.81,0.1
12.82,0.068
25.19,0.525
14.1,0.592
7.39,0.148
14.58,0.102
26.99,0.676
43.75,0.146
15.69,0.204
18.89,0.131
17.34,0.294
10.96,0.58
15.23,0.765
16.12,0.269
8.27,0.207
12.86,0.123
17.6,0.353
12.79,1.044
14.1,0.766
21.58,0.3
16.07,0.298
8.72,0.126
20.99,0.421
15.1,0.421
12.62,0.079
13.67,0.124
24.15,0.069
12.69,0.424
9.34,0.243
17.76,0.245
8.11,0.4
15.84,0.066
14.23,0.206
23.8,0.132
14.52,0.132
15.82,0.053
7.39,0.206
12.69,0.283
21.3,0.185
18.02,0.164
17.19,0.119
13.65,0.152
17.51,0.154
15.23,1.28
14.1,0.404
16.16,0.284
12.0,0.005
9.09,0.338
31.97,0.183
11.72,0.117
18.05,0.157
18.16,0.14
34.15,0.925
17.61,0.116
10.02,0.117
15.31,0.219
27.65,0.277
7.78,0.195
0.0,0.0
18.28,0.322
13.37,0.064
17.03,0.2
15.8,0.105
18.99,0.112
17.16,0.086
14.0,0.27
19.43,0.295
19.16,0.286
14.13,0.257
26.96,0.285
19.13,0.13
32.0,0.334
9.02,0.184
71.02,0.215
9.34,0.187
11.15,0.223
14.11,1.428
24.01,0.301
14.56,0.147
13.82,0.138
23.92,0.16
19.9,0.197
16.79,1.049
18.55,0.195
18.19,0.135
17.12,0.104
24.84,0.655
12.89,0.163
23.32,0.22
12.69,0.26
14.13,0.236
19.36,0.114
9.1,0.182
17.67,0.295
18.23,1.177
15.21,0.118
12.9,0.065
18.23,0.608
44.87,0.047
11.15,0.279
34.87,0.232
12.79,1.078
18.97,0.083
17.24,0.115
8.72,0.918
22.86,0.695
15.1,0.329
23.35,0.212
16.33,0.163
34.48,0.353
65.5,0.333
7.39,0.541
65.03,0.296
29.31,0.226
35.46,0.169
15.62,0.071
33.43,0.239
17.6,0.353
12.79,0.428
51.9,0.162
13.08,0.187
15.1,0.689
34.78,0.249
11.99,0.172
7.52,0.137
14.22,0.114
83.64,0.032
21.47,0.153
18.23,0.807
12.83,0.229
26.88,0.336
22.77,0.19
15.41,0.097
25.63,0.855
12.8,0.196
17.99,0.3
15.1,0.308
17.08,0.091
21.52,0.146
17.63,0.735
14.35,0.161
16.05,0.322
27.57,0.071
14.52,0.501
171.32,2.018
26.01,0.058
8.72,0.581
27.04,0.258
15.93,0.134
15.98,0.348
14.52,0.323
13.75,0.246
34.71,0.267
18.23,0.935
32.36,0.054
22.0,0.133
11.85,0.484
16.6,0.474
69.64,0.639
17.06,0.342
19.39,0.323
14.35,0.048
13.52,0.386
45.09,0.501
12.89,0.065
16.01,0.089
18.23,5.209
15.24,0.766
19.39,0.255
17.93,0.685
15.53,0.141
7.71,0.598
11.73,0.734
18.87,0.065
7.43,0.316
16.15,0.081
22.98,0.878
16.63,0.133
16.35,0.195
25.38,0.878
7.67,0.13
9.47,0.194
76.16,0.635
12.75,0.085
15.01,0.084
35.57,0.445
15.2,0.434
16.15,0.294
17.8,0.225
26.22,0.054
30.08,0.038
21.28,0.18
0.0,0.0
14.52,1.119
19.78,0.22
29.54,0.476
17.8,0.225
7.87,0.611
7.39,0.107
11.85,0.296
21.94,0.04
7.78,0.141
8.95,0.105
7.71,0.387
14.27,0.26
12.89,0.065
12.97,0.144
14.1,0.313
156.05,0.095
22.91,0.389
8.88,0.278
8.7,0.174
11.85,0.237
13.09,0.172
15.11,0.433
12.72,0.042
17.06,0.147
13.47,0.338
28.2,0.235
13.49,0.202
11.37,0.219
12.77,0.051
29.61,0.174
16.63,0.133
7.39,0.462
18.0,0.171
7.89,6.575
78.78,0.911
32.9,0.506
14.32,0.071
11.73,0.196
20.16,0.153
24.06,0.142
47.69,0.341
18.73,0.156
14.1,0.403
7.87,0.109
45.75,0.247
23.35,0.212
7.78,0.389
15.23,0.544
13.91,0.178
13.25,0.053
14.52,0.415
43.35,0.394
17.37,0.193
14.1,0.353
7.87,0.263
7.71,1.101
18.95,0.169
11.73,0.17
13.43,0.597
27.36,0.185
27.22,0.213
8.72,0.236
15.95,0.094
14.52,0.486
17.6,0.501
13.45,0.085
10.61,0.817
8.72,0.224
13.0,0.163
11.79,0.107
18.23,1.257
10.96,0.407
21.39,0.166
13.04,0.238
18.23,0.434
9.34,0.283
12.43,0.178
15.95,0.093
7.78,0.557
8.27,0.134
9.34,0.217
11.3,0.117
22.23,0.089
19.5,0.232
14.64,0.299
27.19,0.214
21.35,0.396
7.95,0.08
15.14,0.271
23.56,0.216
16.22,0.085
14.1,1.283
15.1,0.317
13.04,0.153
19.53,0.244
46.91,0.171
7.78,0.109
12.85,0.176
10.96,0.244
19.04,1.476
7.78,0.391
12.63,0.099
20.49,0.11
52.48,1.171
18.25,0.051
26.89,1.08
10.96,0.953
16.12,0.31
7.71,0.514
13.71,0.457
22.06,0.763
48.87,0.238
15.39,0.171
14.21,0.215
18.23,0.732
8.86,0.039
10.96,0.407
18.89,0.131
34.76,0.13
121.22,0.814
129.75,0.375
84.51,0.173
11.99,0.171
