freight_value,price,distance_km,weight_kg,volume_cm3,freight_ratio,category,customer_state
15.56,65.5,330.45,1.02,8280.0,0.24,health_beauty,RJ
92.67,478.04,2852.14,1.4,8294.0,0.19,health_beauty,PI
17.48,390.0,20.82,5.0,20700.0,0.04,sports_leisure,SP
17.14,72.99,12.68,7.5,30866.0,0.24,furniture_living_room,RJ
9.65,47.9,20.89,0.7,2240.0,0.2,market_place,SC
11.39,110.0,14.02,0.65,27000.0,0.1,furniture_decor,SP
15.11,26.9,907.74,0.48,10500.0,0.56,housewares,MS
34.42,149.96,330.4,9.75,72324.0,0.23,office_furniture,RJ
7.39,26.5,18.22,0.3,352.0,0.28,perfumery,SP
114.42,700.0,800.45,25.1,200704.0,0.16,auto,RJ
35.12,31.0,354.12,0.3,2560.0,1.13,bed_bath_table,MG
15.23,35.9,464.83,0.25,2378.0,0.42,computers_accessories,SP
9.34,37.5,115.91,0.75,22725.0,0.25,stationery,SP
14.1,29.0,836.39,0.32,6000.0,0.49,housewares,RS
30.35,499.0,38.37,10.05,60000.0,0.06,home_confort,SP
19.89,99.9,541.25,0.65,1750.0,0.2,furniture_decor,SP
21.15,21.9,1492.93,0.22,1632.0,0.97,construction_tools_safety,GO
29.1,99.9,1026.96,13.1,56700.0,0.29,pet_shop,TO
15.29,76.0,325.81,0.45,6000.0,0.2,auto,RJ
12.65,74.9,531.84,0.11,3211.0,0.17,computers_accessories,SP
29.57,219.0,4.47,16.2,83549.0,0.14,luggage_accessories,MG
24.97,59.9,1730.26,0.1,2016.0,0.42,telephony,SE
21.15,24.99,2358.03,0.35,816.0,0.85,telephony,MA
15.38,89.99,777.72,0.25,3960.0,0.17,health_beauty,RS
19.21,395.65,1137.54,0.3,2700.0,0.05,health_beauty,GO
27.06,74.99,652.48,1.05,8352.0,0.36,computers_accessories,SP
17.74,69.9,1158.95,8.0,57750.0,0.25,stationery,RS
16.16,57.49,560.67,0.18,10143.0,0.28,drinks,SC
17.94,99.0,944.6,1.55,20944.0,0.18,bed_bath_table,RS
8.72,21.9,88.0,0.15,2800.0,0.4,electronics,SP
23.98,149.9,734.54,0.53,4840.0,0.16,computers_accessories,PI
8.04,43.0,59.32,0.15,5832.0,0.19,sports_leisure,SP
38.38,118.9,1517.99,1.35,5544.0,0.32,health_beauty,BA
29.73,209.99,2119.94,4.65,25160.0,0.14,cool_stuff,PE
16.79,44.9,738.91,0.2,1750.0,0.37,computers_accessories,RJ
14.39,278.0,304.85,0.36,3042.0,0.05,watches_gifts,SP
12.43,35.0,16.71,1.87,7776.0,0.36,cool_stuff,SP
13.51,948.9,92.71,0.33,2496.0,0.01,watches_gifts,SP
16.84,56.8,775.81,0.7,2304.0,0.3,fashion_shoes,MG
12.09,50.9,50.03,1.25,11760.0,0.24,pet_shop,SP
23.31,105.0,276.28,2.65,27000.0,0.22,furniture_decor,RJ
27.48,314.9,2018.8,0.21,3420.0,0.09,watches_gifts,CE
126.19,299.9,1373.75,19.45,101250.0,0.42,toys,BA
11.74,28.78,14.3,1.0,56316.0,0.41,housewares,SP
7.78,55.0,40.72,0.25,352.0,0.14,watches_gifts,SP
16.17,59.0,756.58,1.0,7260.0,0.27,furniture_decor,RJ
9.94,47.49,67.08,0.18,10143.0,0.21,drinks,SP
19.34,53.0,560.09,0.65,2560.0,0.36,bed_bath_table,MG
17.26,73.9,247.29,1.3,3840.0,0.23,health_beauty,MG
48.43,270.9,2524.17,1.8,11960.0,0.18,unknown,AM
50.39,235.0,467.38,9.2,82500.0,0.21,cool_stuff,MG
19.53,79.9,507.07,0.61,11132.0,0.24,books_general_interest,GO
18.72,119.99,646.74,0.35,1056.0,0.16,telephony,MG
29.48,599.65,1424.5,0.58,7200.0,0.05,health_beauty,SE
13.6,67.91,521.74,0.1,1760.0,0.2,computers_accessories,SP
18.86,229.69,232.82,1.23,12870.0,0.08,health_beauty,MG
20.12,31.9,244.72,0.8,6900.0,0.63,unknown,SP
17.48,49.9,478.41,2.6,17340.0,0.35,furniture_decor,SP
12.73,55.6,309.89,8.55,51200.0,0.23,bed_bath_table,SP
12.9,79.9,291.19,1.1,12600.0,0.16,bed_bath_table,SP
19.22,159.9,476.6,0.3,1440.0,0.12,auto,SP
15.95,24.99,692.73,0.25,816.0,0.64,telephony,PR
8.72,39.0,6.81,0.9,6050.0,0.22,bed_bath_table,SP
18.23,30.49,414.73,0.45,4455.0,0.6,small_appliances,MG
17.74,69.9,515.29,1.45,7854.0,0.25,housewares,SP
15.56,49.99,451.31,0.57,3135.0,0.31,health_beauty,SP
14.23,68.0,485.75,0.45,1472.0,0.21,books_general_interest,MG
21.75,597.0,1358.19,1.5,4608.0,0.04,small_appliances,MT
23.47,189.9,473.06,7.6,45000.0,0.12,furniture_decor,SP
13.37,42.99,317.82,1.1,5600.0,0.31,bed_bath_table,SP
14.65,69.0,312.92,0.11,490.0,0.21,computers_accessories,RJ
23.78,209.0,1438.51,0.9,2576.0,0.11,telephony,SP
15.1,39.99,572.17,0.35,3800.0,0.38,bed_bath_table,RJ
21.19,99.9,224.98,2.25,4608.0,0.21,computers_accessories,MG
10.96,39.9,0.0,0.15,1680.0,0.28,auto,SP
7.72,65.0,13.14,0.22,5814.0,0.12,health_beauty,SP
7.39,49.9,7.55,0.9,7770.0,0.15,bed_bath_table,SP
14.1,40.0,348.15,0.4,6325.0,0.35,toys,RJ
8.35,105.0,335.24,1.0,7632.0,0.08,watches_gifts,SP
14.1,11.63,345.44,0.3,3120.0,1.21,unknown,RJ
13.37,47.0,141.69,1.22,3465.0,0.28,computers_accessories,MG
27.29,139.0,210.43,5.42,90992.0,0.2,auto,MG
13.08,75.0,8.2,2.6,15000.0,0.17,furniture_decor,SP
27.76,54.0,1028.12,3.7,5780.0,0.51,sports_leisure,MT
21.26,109.9,520.42,0.4,2772.0,0.19,watches_gifts,RJ
23.06,69.0,755.11,1.5,33930.0,0.33,toys,ES
44.49,99.0,441.66,4.8,29000.0,0.45,sports_leisure,MG
23.28,16.5,1533.9,0.45,1760.0,1.41,construction_tools_construction,BA
47.78,429.99,2111.1,8.8,35640.0,0.11,garden_tools,PE
25.63,26.15,1978.59,0.48,4680.0,0.98,home_appliances,PA
7.39,45.0,24.2,0.2,4096.0,0.16,construction_tools_lights,SP
26.15,478.04,947.26,1.4,8294.0,0.06,health_beauty,SP
9.24,84.9,565.7,1.55,20944.0,0.11,bed_bath_table,RJ
16.0,179.0,527.91,0.26,2652.0,0.09,watches_gifts,RJ
19.03,69.99,2382.38,0.71,3465.0,0.27,health_beauty,CE
9.23,125.0,26.38,0.5,2400.0,0.07,fixed_telephony,SP
14.05,93.49,38.37,2.82,18750.0,0.15,sports_leisure,SP
19.04,49.0,2378.82,0.25,352.0,0.39,fashion_bags_accessories,CE
15.1,29.9,727.46,0.4,3872.0,0.5,telephony,ES
15.56,47.0,546.86,3.7,30625.0,0.33,furniture_decor,MG
17.9,209.0,927.14,0.2,1728.0,0.09,computers_accessories,SP
11.73,49.9,7.36,2.1,37500.0,0.24,housewares,SP
18.28,25.6,578.71,0.35,4800.0,0.71,bed_bath_table,RJ
15.44,39.99,715.5,0.8,8960.0,0.39,bed_bath_table,GO
18.23,49.0,663.38,0.25,352.0,0.37,watches_gifts,PR
14.52,47.99,577.61,0.25,2640.0,0.3,health_beauty,MG
23.66,105.0,1031.06,1.0,7632.0,0.22,watches_gifts,RS
26.24,137.0,1396.74,0.95,9600.0,0.19,watches_gifts,MT
13.63,164.9,51.48,1.55,7616.0,0.08,bed_bath_table,SP
43.49,594.0,238.33,3.4,20336.0,0.07,kitchen_dining_laundry_garden_furniture,RJ
16.01,179.9,565.22,4.34,2856.0,0.09,watches_gifts,RJ
37.04,13.9,2020.18,0.12,2156.0,2.66,toys,PE
2.2,53.2,544.2,0.65,2560.0,0.04,bed_bath_table,MG
15.28,75.0,514.29,0.35,6400.0,0.2,telephony,SC
7.39,29.0,28.29,0.2,352.0,0.26,watches_gifts,SP
22.14,492.02,823.19,0.3,2565.0,0.04,watches_gifts,GO
12.69,28.9,304.73,0.45,4800.0,0.44,bed_bath_table,SP
44.77,139.0,363.5,6.85,39997.0,0.32,kitchen_dining_laundry_garden_furniture,RJ
9.52,109.22,25.62,0.53,14904.0,0.09,health_beauty,SP
17.66,53.99,2374.02,0.2,3328.0,0.33,perfumery,CE
18.52,60.0,289.41,0.3,4400.0,0.31,baby,MG
16.46,100.0,662.17,0.36,5130.0,0.16,computers_accessories,ES
21.25,58.9,481.91,7.0,32994.0,0.36,housewares,MG
7.39,22.99,15.35,0.2,836.0,0.32,telephony,SP
14.1,42.99,337.61,0.2,1232.0,0.33,toys,RJ
22.06,17.9,876.15,0.2,2250.0,1.23,bed_bath_table,RJ
19.04,49.99,2476.34,0.25,3360.0,0.38,perfumery,PA
7.55,75.0,22.25,0.3,5520.0,0.1,sports_leisure,RJ
19.04,45.99,2367.34,0.2,1760.0,0.41,toys,CE
64.48,159.0,1115.71,8.2,32500.0,0.41,kitchen_dining_laundry_garden_furniture,RJ
21.15,23.8,1426.39,0.28,11040.0,0.89,sports_leisure,AL
15.55,95.0,828.04,0.35,640.0,0.16,watches_gifts,GO
15.24,19.99,462.37,0.1,2464.0,0.76,perfumery,SP
9.94,78.9,105.77,7.45,22080.0,0.13,housewares,SP
24.07,59.99,939.84,3.0,29040.0,0.4,unknown,GO
15.93,150.0,349.44,0.15,1200.0,0.11,telephony,SP
13.47,109.9,69.06,2.6,14000.0,0.12,auto,SP
7.55,47.0,61.7,0.7,27000.0,0.16,watches_gifts,RJ
19.32,229.04,7.49,7.62,52094.0,0.08,auto,SP
18.41,67.9,1458.64,1.1,4000.0,0.27,sports_leisure,BA
16.79,27.9,332.99,0.2,2340.0,0.6,computers_accessories,ES
17.66,59.0,557.27,1.75,32560.0,0.3,garden_tools,MG
19.51,45.97,688.1,1.2,1936.0,0.42,construction_tools_construction,SC
7.78,44.99,27.35,1.85,5780.0,0.17,cool_stuff,SP
23.03,44.0,2365.55,0.25,640.0,0.52,watches_gifts,MA
21.15,21.99,1946.06,0.3,3480.0,0.96,sports_leisure,BA
13.83,179.0,69.72,0.9,18000.0,0.08,home_confort,SP
16.19,61.8,651.43,6.05,51200.0,0.26,bed_bath_table,RJ
29.27,269.99,1095.52,2.8,20880.0,0.11,sports_leisure,RS
4.24,18.99,16.56,0.08,648.0,0.22,telephony,SP
21.6,159.0,653.57,2.2,23625.0,0.14,bed_bath_table,MS
20.9,599.0,1473.24,0.76,3990.0,0.04,watches_gifts,BA
7.78,15.99,98.8,0.1,627.0,0.49,telephony,SP
26.13,737.99,1113.86,1.5,9075.0,0.04,consoles_games,MG
18.08,39.9,325.94,1.08,7581.0,0.45,health_beauty,RJ
16.62,93.0,358.87,0.89,3276.0,0.18,costruction_tools_tools,RJ
8.72,36.0,19.13,0.33,5040.0,0.24,health_beauty,SP
28.75,42.0,1907.55,3.35,352.0,0.68,housewares,PE
14.1,25.99,811.53,0.2,1520.0,0.54,telephony,GO
15.84,155.0,1052.81,0.61,6480.0,0.1,computers_accessories,RS
10.96,24.9,202.93,0.15,880.0,0.44,fashion_bags_accessories,MG
15.47,186.15,405.59,0.34,7943.0,0.08,watches_gifts,RJ
17.98,79.0,1081.15,0.25,2816.0,0.23,health_beauty,MG
22.06,18.9,874.51,0.15,1386.0,1.17,electronics,MG
19.99,71.0,340.58,2.85,27000.0,0.28,housewares,RJ
14.1,25.0,625.95,0.9,1232.0,0.56,unknown,SP
23.15,49.9,968.62,1.25,11760.0,0.46,pet_shop,RS
15.61,122.99,719.39,0.4,3600.0,0.13,unknown,PR
15.53,194.5,713.2,0.4,1904.0,0.08,consoles_games,SP
16.89,99.9,353.87,0.6,10764.0,0.17,baby,RJ
117.99,550.0,906.68,30.0,210000.0,0.22,health_beauty,MS
34.83,184.9,451.57,6.35,36850.0,0.19,home_appliances_2,RS
7.39,24.0,23.69,0.5,2208.0,0.31,books_general_interest,SP
17.98,59.0,627.7,0.68,4368.0,0.3,computers_accessories,MG
15.1,29.0,838.64,0.23,4928.0,0.52,sports_leisure,MG
45.31,209.0,1910.19,0.48,5796.0,0.22,sports_leisure,PI
142.49,328.9,664.34,11.4,69426.0,0.43,office_furniture,MG
16.86,126.63,514.25,1.25,17052.0,0.13,housewares,SP
17.63,7.8,2364.11,0.2,8000.0,2.26,housewares,CE
11.95,63.9,122.7,0.7,8246.0,0.19,computers_accessories,SP
18.0,339.74,441.56,5.6,83700.0,0.05,musical_instruments,SP
29.09,98.9,1799.79,1.48,31248.0,0.29,unknown,MT
9.34,42.99,8.7,0.8,8000.0,0.22,bed_bath_table,SP
1.69,89.9,531.93,0.21,2926.0,0.02,computers_accessories,SP
12.63,72.0,355.59,0.17,3276.0,0.18,computers_accessories,PR
18.27,99.0,479.91,1.05,3360.0,0.18,stationery,SP
11.13,6.12,572.43,0.3,4096.0,1.82,sports_leisure,SP
21.19,55.0,1495.21,0.25,3388.0,0.38,sports_leisure,RS
15.87,110.0,375.92,0.32,18954.0,0.14,perfumery,RJ
7.87,43.0,69.04,0.18,10143.0,0.18,drinks,SP
15.1,34.3,828.52,0.2,640.0,0.44,unknown,RS
8.21,122.9,155.09,0.53,5760.0,0.07,pet_shop,SP
15.8,98.99,261.75,2.2,15000.0,0.16,bed_bath_table,SP
16.11,33.0,664.99,1.0,3072.0,0.49,costruction_tools_garden,GO
12.6,48.9,350.48,0.2,1650.0,0.26,computers_accessories,SC
12.69,31.9,315.37,0.6,1040.0,0.4,bed_bath_table,SP
14.52,39.9,547.16,0.4,1280.0,0.36,sports_leisure,PR
7.78,28.4,30.25,0.3,1920.0,0.27,sports_leisure,SP
24.84,4.9,2237.04,0.1,10560.0,5.07,musical_instruments,PB
50.71,120.0,609.94,5.95,8000.0,0.42,garden_tools,PR
7.78,21.99,25.82,0.3,748.0,0.35,telephony,SP
13.44,49.0,450.17,1.75,32560.0,0.27,garden_tools,SP
14.96,124.9,318.11,1.8,11352.0,0.12,bed_bath_table,SP
61.03,370.47,1948.22,5.7,33524.0,0.16,health_beauty,AL
8.27,27.9,33.33,0.15,2873.0,0.3,food,SP
15.04,205.0,27.28,9.75,12600.0,0.07,bed_bath_table,SP
14.07,149.99,587.39,1.05,19008.0,0.09,cool_stuff,SP
17.79,77.8,476.99,3.01,46080.0,0.23,toys,RJ
39.5,1250.0,566.21,6.0,34884.0,0.03,garden_tools,RS
13.01,49.9,226.5,0.15,1600.0,0.26,fashion_bags_accessories,SP
13.43,155.0,393.29,0.61,6480.0,0.09,computers_accessories,SP
118.47,689.0,579.34,25.15,150822.0,0.17,auto,SP
27.56,82.88,354.73,5.1,17500.0,0.33,electronics,SP
15.23,12.25,493.96,0.18,3872.0,1.24,electronics,MG
16.11,45.9,426.82,0.8,8000.0,0.35,bed_bath_table,MG
90.12,179.0,1082.4,7.65,8000.0,0.5,garden_tools,RS
9.34,20.0,93.48,0.2,10560.0,0.47,baby,SP
11.87,658.9,31.24,0.35,2304.0,0.02,watches_gifts,SP
21.42,89.0,2102.75,0.25,352.0,0.24,watches_gifts,PI
17.67,49.0,794.36,1.5,19800.0,0.36,garden_tools,RJ
13.47,29.0,392.11,0.3,16992.0,0.46,baby,SP
14.16,49.9,496.67,0.15,2816.0,0.28,sports_leisure,MG
7.6,49.0,22.92,0.2,352.0,0.16,watches_gifts,SP
18.23,35.99,130.95,0.25,880.0,0.51,computers_accessories,MG
12.69,36.9,112.51,0.55,9504.0,0.34,stationery,SP
15.03,32.9,370.97,0.6,2576.0,0.46,books_general_interest,SP
14.73,79.9,513.68,0.15,1584.0,0.18,fashion_bags_accessories,SP
17.26,144.99,357.86,1.05,19008.0,0.12,cool_stuff,RJ
21.33,119.9,381.87,3.1,11264.0,0.18,garden_tools,SP
19.5,44.85,786.88,0.74,7296.0,0.44,bed_bath_table,MG
19.67,199.0,360.34,2.3,30875.0,0.1,furniture_decor,MG
17.63,39.9,2357.8,0.61,8190.0,0.44,costruction_tools_garden,CE
7.78,43.99,88.9,0.25,816.0,0.18,telephony,SP
11.85,37.9,331.61,0.37,11088.0,0.31,construction_tools_construction,SP
22.85,19.0,2307.06,0.2,6250.0,1.2,auto,RN
17.07,89.9,838.45,0.21,2926.0,0.19,computers_accessories,RJ
41.04,499.0,1535.37,1.45,13824.0,0.08,small_appliances,DF
44.12,299.0,2250.04,0.77,7337.0,0.15,cool_stuff,PE
19.04,9.9,2460.36,0.12,1792.0,1.92,perfumery,PA
146.08,399.0,2696.37,30.0,200000.0,0.37,home_construction,AM
15.23,11.87,339.03,0.22,936.0,1.28,telephony,RJ
17.67,59.9,711.39,1.5,19800.0,0.3,garden_tools,RJ
16.27,199.0,516.67,0.25,1936.0,0.08,watches_gifts,SC
18.17,179.99,417.34,2.25,10240.0,0.1,cool_stuff,SP
7.78,34.9,112.07,0.25,5208.0,0.22,furniture_decor,SP
12.22,144.99,152.49,1.05,19008.0,0.08,cool_stuff,SP
28.39,303.99,1528.16,0.4,5632.0,0.09,perfumery,MA
53.54,170.0,1378.32,0.7,10080.0,0.32,telephony,MT
19.64,219.9,462.69,0.3,2268.0,0.09,watches_gifts,PR
18.23,49.9,773.72,0.15,2352.0,0.36,fashion_underwear_beach,SC
17.63,35.99,2363.81,0.15,836.0,0.49,telephony,CE
41.29,79.99,437.58,11.88,81000.0,0.52,office_furniture,SC
21.08,89.99,1867.51,0.25,3960.0,0.23,health_beauty,AL
13.65,44.0,433.77,0.45,5280.0,0.31,housewares,SP
5.86,120.0,26.88,0.15,3000.0,0.05,sports_leisure,RJ
14.72,294.9,316.18,0.25,1728.0,0.05,watches_gifts,SP
21.75,179.9,544.2,1.4,45000.0,0.12,toys,SC
17.6,28.9,646.66,0.7,1320.0,0.61,home_appliances,PR
33.59,98.0,503.03,11.32,56700.0,0.34,industry_commerce_and_business,RJ
44.74,1340.0,2627.94,2.8,19344.0,0.03,computers,AM
27.55,53.9,567.25,1.55,19800.0,0.51,garden_tools,MG
15.82,53.99,1343.19,0.2,3328.0,0.29,perfumery,MT
19.94,39.0,486.75,0.6,15625.0,0.51,furniture_decor,MG
9.27,75.0,54.84,0.48,5814.0,0.12,telephony,SP
12.99,93.56,430.01,1.0,2208.0,0.14,unknown,SP
12.43,69.9,31.91,2.6,15000.0,0.18,furniture_decor,SP
14.48,208.9,87.52,2.05,5000.0,0.07,watches_gifts,SP
16.95,99.9,331.59,1.9,6851.0,0.17,garden_tools,SP
17.32,55.0,1486.23,0.3,352.0,0.32,watches_gifts,BA
25.63,29.99,2511.24,0.1,627.0,0.86,telephony,PA
8.88,59.99,14.35,0.95,17500.0,0.15,health_beauty,SP
34.31,109.9,362.0,1.75,27000.0,0.31,auto,PR
8.29,14.99,97.2,0.25,27000.0,0.55,housewares,SP
43.02,279.0,1333.93,5.88,7500.0,0.15,computers_accessories,MG
15.79,44.9,1481.42,0.2,1232.0,0.35,toys,BA
6.78,35.0,526.48,1.4,12000.0,0.19,furniture_decor,SP
22.24,44.4,1493.26,0.25,2574.0,0.5,housewares,MG
11.85,38.0,179.82,0.2,2816.0,0.31,diapers_and_hygiene,SP
15.13,35.0,642.95,0.3,3179.0,0.43,fashion_bags_accessories,ES
12.74,56.9,24.79,0.9,4200.0,0.22,furniture_decor,SP
16.52,78.0,502.14,0.55,4096.0,0.21,home_construction,MG
25.63,49.9,2424.17,0.3,3496.0,0.51,computers_accessories,PA
15.1,14.9,703.22,0.15,3696.0,1.01,electronics,RS
13.63,86.99,133.59,1.5,23328.0,0.16,toys,SP
13.79,28.0,653.01,0.2,1600.0,0.49,furniture_decor,RJ
11.85,49.99,288.34,0.15,3000.0,0.24,telephony,SP
30.84,279.9,442.22,2.95,13984.0,0.11,bed_bath_table,RJ
10.97,52.0,320.64,3.1,48000.0,0.21,housewares,SP
50.41,268.88,530.15,12.1,72000.0,0.19,auto,SP
9.34,19.9,23.35,0.7,27000.0,0.47,housewares,SP
19.18,69.99,2143.78,0.3,840.0,0.27,computers_accessories,PE
9.8,149.99,34.37,0.7,11250.0,0.06,sports_leisure,SP
45.53,259.9,3291.77,4.45,13500.0,0.18,sports_leisure,RR
18.47,169.9,1546.85,1.6,10000.0,0.11,health_beauty,MT
16.46,99.99,404.79,1.3,6000.0,0.16,housewares,SP
11.85,19.95,86.59,0.17,2156.0,0.59,auto,SP
35.92,377.9,247.7,4.8,85550.0,0.1,air_conditioning,SP
15.8,150.0,861.08,0.12,819.0,0.1,health_beauty,RS
23.66,105.0,917.27,1.0,7632.0,0.22,watches_gifts,SC
15.23,10.0,865.4,0.15,760.0,1.52,cine_photo,RS
0.0,99.9,284.45,0.58,2288.0,0.0,watches_gifts,SP
14.4,179.0,268.93,0.45,2816.0,0.08,electronics,SC
44.11,895.0,769.57,8.85,51975.0,0.05,home_appliances_2,DF
12.54,34.0,39.2,3.58,8316.0,0.37,health_beauty,SP
18.0,106.74,1125.79,0.55,5632.0,0.17,perfumery,RS
7.78,24.99,29.65,0.3,816.0,0.31,telephony,SP
7.39,25.0,9.54,0.5,8993.0,0.3,food,SP
34.15,37.99,1919.37,0.3,816.0,0.9,telephony,PI
43.65,179.99,2252.74,7.42,51612.0,0.24,office_furniture,CE
7.67,59.0,17.46,0.3,8470.0,0.13,furniture_decor,SP
7.78,45.0,21.92,0.25,640.0,0.17,watches_gifts,SP
22.87,134.0,806.16,0.8,11466.0,0.17,sports_leisure,MG
18.17,189.9,908.43,1.3,6138.0,0.1,furniture_decor,SP
13.57,79.0,34.56,7.0,36000.0,0.17,stationery,SP
17.24,217.9,278.98,0.74,7293.0,0.08,computers_accessories,RJ
8.25,22.99,85.95,0.15,816.0,0.36,computers_accessories,SP
15.65,62.9,332.72,1.45,11520.0,0.25,furniture_decor,RJ
14.1,154.9,419.49,1.2,15680.0,0.09,sports_leisure,SP
11.85,29.99,232.91,0.55,2560.0,0.4,bed_bath_table,SP
23.39,84.9,625.87,1.55,20944.0,0.28,bed_bath_table,RJ
8.88,25.99,88.59,0.25,27000.0,0.34,housewares,SP
15.65,33.9,879.34,0.35,4335.0,0.46,toys,SP
16.89,65.0,1165.01,0.4,23625.0,0.26,toys,BA
10.96,19.85,251.57,0.1,4864.0,0.55,computers_accessories,MG
75.54,139.0,371.81,4.1,27869.0,0.54,housewares,RS
26.88,179.99,267.77,7.65,8000.0,0.15,garden_tools,MG
18.23,47.65,1173.87,1.11,3762.0,0.38,health_beauty,MS
20.36,90.0,799.36,1.85,19872.0,0.23,health_beauty,SP
15.1,40.0,349.83,0.05,4352.0,0.38,auto,MG
7.71,14.89,2.5,0.1,5760.0,0.52,electronics,DF
15.2,79.0,825.99,0.2,640.0,0.19,watches_gifts,MG
13.73,199.0,295.16,0.9,1232.0,0.07,sports_leisure,SP
11.85,40.0,179.06,0.12,960.0,0.3,electronics,MG
82.44,109.99,1141.27,6.55,8000.0,0.75,computers_accessories,RS
11.76,79.0,8.53,0.7,8736.0,0.15,sports_leisure,SP
18.35,149.9,515.8,4.02,55860.0,0.12,toys,SC
16.79,39.9,1213.51,0.3,456.0,0.42,sports_leisure,MG
13.04,99.9,313.53,1.55,4500.0,0.13,bed_bath_table,SP
32.98,51.99,90.2,13.6,109620.0,0.63,kitchen_dining_laundry_garden_furniture,SP
18.66,79.9,822.6,0.75,5120.0,0.23,home_construction,RS
44.62,259.9,147.24,22.35,125504.0,0.17,luggage_accessories,SP
9.09,28.9,800.2,0.3,8000.0,0.32,housewares,GO
15.68,227.0,487.48,1.6,40000.0,0.07,sports_leisure,SP
18.23,13.77,360.64,0.12,1045.0,1.32,telephony,MG
13.93,129.99,598.42,1.5,48000.0,0.11,cool_stuff,SP
8.27,49.99,452.64,0.1,612.0,0.16,fashion_bags_accessories,MG
16.79,39.99,666.47,0.05,1920.0,0.42,computers_accessories,GO
13.71,48.9,413.53,0.6,3380.0,0.28,baby,SP
16.33,89.9,945.64,1.38,20000.0,0.18,bed_bath_table,RS
18.35,35.0,818.94,0.1,1331.0,0.52,health_beauty,RS
12.22,144.99,12.79,1.05,19008.0,0.08,cool_stuff,SP
12.81,80.0,448.34,0.15,1140.0,0.16,telephony,SC
69.51,89.9,908.37,16.1,100100.0,0.77,luggage_accessories,MG
13.37,39.6,150.08,0.2,9216.0,0.34,health_beauty,RS
22.13,28.9,985.46,0.2,2378.0,0.77,computers_accessories,PR
15.91,114.99,407.72,0.15,2850.0,0.14,pet_shop,SP
14.15,56.99,344.19,0.38,3927.0,0.25,perfumery,RJ
13.37,23.7,125.61,0.4,4788.0,0.56,housewares,MG
12.25,149.9,32.69,1.37,16965.0,0.08,furniture_decor,SP
9.37,79.9,40.15,0.95,11550.0,0.12,toys,SP
38.25,99.73,2265.5,5.95,35568.0,0.38,furniture_decor,RN
14.21,89.8,499.79,4.47,32736.0,0.16,cool_stuff,SP
14.08,29.99,122.84,1.05,5712.0,0.47,furniture_decor,SP
15.27,388.0,109.69,10.75,78584.0,0.04,baby,SP
14.1,39.99,341.57,0.25,5292.0,0.35,telephony,RJ
44.2,310.0,2517.58,0.55,2816.0,0.14,perfumery,AL
19.34,21.7,515.1,0.28,4180.0,0.89,home_construction,RJ
10.96,48.8,308.67,0.3,2106.0,0.22,sports_leisure,PR
15.1,35.0,362.55,0.1,528.0,0.43,telephony,PR
16.39,89.99,624.38,0.25,3960.0,0.18,health_beauty,MG
9.94,29.9,65.18,0.89,10500.0,0.33,toys,SP
9.34,29.9,21.61,0.95,2852.0,0.31,computers_accessories,SP
15.1,24.99,281.68,0.4,3328.0,0.6,computers_accessories,RJ
19.07,170.0,240.62,0.22,4800.0,0.11,watches_gifts,PR
18.11,139.9,296.94,2.9,28000.0,0.13,bed_bath_table,SP
15.56,179.0,419.29,5.8,30000.0,0.09,luggage_accessories,SP
19.3,108.0,1502.55,1.0,7632.0,0.18,watches_gifts,TO
15.33,82.9,564.64,0.5,17496.0,0.18,perfumery,GO
16.95,169.99,443.86,0.95,3445.0,0.1,housewares,PR
14.17,59.99,317.79,0.15,627.0,0.24,telephony,RJ
47.3,109.9,2515.9,1.1,7776.0,0.43,auto,SE
11.88,54.9,264.38,0.1,816.0,0.22,auto,SP
30.4,79.99,366.71,9.2,46852.0,0.38,office_furniture,PR
18.23,31.0,649.72,0.3,2560.0,0.59,bed_bath_table,SC
19.77,75.0,1105.38,1.6,19200.0,0.26,unknown,BA
15.25,71.99,553.19,1.1,10000.0,0.21,pet_shop,MG
14.1,29.9,367.45,0.4,3248.0,0.47,fashion_shoes,SP
7.39,34.97,92.41,0.26,2850.0,0.21,telephony,SP
16.79,19.9,933.99,0.1,3312.0,0.84,electronics,MG
8.72,32.29,18.86,0.6,12960.0,0.27,consoles_games,SP
7.88,19.49,51.44,0.2,6859.0,0.4,sports_leisure,SP
14.52,23.9,396.2,0.2,4500.0,0.61,perfumery,SP
12.79,45.9,333.56,0.13,1560.0,0.28,telephony,SP
27.55,325.0,2165.39,0.4,2992.0,0.08,health_beauty,PE
13.44,59.99,385.71,0.7,15750.0,0.22,cool_stuff,SP
16.79,39.9,1046.6,0.5,5250.0,0.42,musical_instruments,RJ
14.76,145.0,311.05,0.2,1056.0,0.1,watches_gifts,PR
15.65,32.99,859.15,0.7,12000.0,0.47,furniture_decor,RS
17.36,125.62,461.48,2.6,33669.0,0.14,unknown,MG
15.1,29.99,608.14,0.15,4096.0,0.5,fashion_bags_accessories,PR
15.23,35.0,344.14,0.25,7800.0,0.44,luggage_accessories,RJ
16.79,21.99,1142.86,0.15,836.0,0.76,telephony,BA
14.42,359.9,15.53,15.7,58212.0,0.04,home_appliances_2,SP
16.74,69.9,349.51,1.45,7854.0,0.24,housewares,SP
15.1,39.9,560.46,0.1,816.0,0.38,auto,RJ
12.64,97.49,100.39,1.38,22680.0,0.13,health_beauty,SP
